Country Name,Country Code,Year,Literacy Rate,Unemployment Rate,GDP per Capita,Infant Mortality Rate,Health Expenditure,Poverty Rate,Region,IncomeGroup
San Marino,SMR,2000,91.0,6.337,53713.4483344714,5.0,2873.40433980518,1.8,Europe & Central Asia,High income
Seychelles,SYC,2000,91.0,6.337,14637.9590709133,11.8,617.74951187912,1.8,Sub-Saharan Africa,High income
Tuvalu,TUV,2000,91.0,6.337,2597.25208316056,35.8,567.730200761608,1.8,East Asia & Pacific,Upper middle income
Aruba,ABW,2001,91.0,6.337,31920.2390732318,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Andorra,AND,2001,91.0,6.337,36895.4402454079,6.3,2078.18244864405,1.8,Europe & Central Asia,High income
Bermuda,BMU,2001,91.0,6.337,59092.8759704678,19.7,554.7110165040115,1.8,North America,High income
Curacao,CUW,2001,91.0,6.337,23057.2613647017,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominica,DMA,2001,91.0,6.337,7290.62832445515,17.0,315.26963029966,1.8,Latin America & Caribbean,Upper middle income
"Micronesia, Fed. Sts.",FSM,2001,91.0,6.337,2483.24910726194,32.7,184.990032891024,1.8,East Asia & Pacific,Lower middle income
Grenada,GRD,2001,91.0,6.337,7282.70841986036,13.1,409.517503958981,1.8,Latin America & Caribbean,Upper middle income
Greenland,GRL,2001,91.0,6.337,30561.7998286959,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
Kiribati,KIR,2001,91.0,6.337,1591.2366300314,47.7,182.025193813985,1.8,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2001,91.0,6.337,16235.424658459,19.4,713.732358319309,1.8,Latin America & Caribbean,High income
Marshall Islands,MHL,2001,91.0,6.337,2700.27054583067,33.8,263.168602890523,1.8,East Asia & Pacific,Upper middle income
Nauru,NRU,2001,91.0,6.337,5665.54062896849,36.1,964.005794383298,1.8,East Asia & Pacific,High income
Palau,PLW,2001,91.0,6.337,10998.8244124191,21.5,835.086002703685,1.8,East Asia & Pacific,High income
San Marino,SMR,2001,91.0,6.337,57251.795597303,4.6,3035.42281460377,1.8,Europe & Central Asia,High income
Seychelles,SYC,2001,91.0,6.337,14614.8329926864,11.8,699.590662173005,1.8,Sub-Saharan Africa,High income
Tuvalu,TUV,2001,91.0,6.337,2595.91651072877,35.0,465.991457834479,1.8,East Asia & Pacific,Upper middle income
Aruba,ABW,2002,91.0,6.337,31888.5087369598,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Andorra,AND,2002,91.0,6.337,38787.0522534918,6.1,2304.44349608584,1.8,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2002,91.0,6.337,18812.7827770729,11.6,879.119137036553,1.8,Latin America & Caribbean,High income
Bermuda,BMU,2002,91.0,6.337,58862.6907986795,19.7,554.7110165040115,1.8,North America,High income
Curacao,CUW,2002,91.0,6.337,23479.7973302624,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominica,DMA,2002,91.0,6.337,7167.04271942728,17.5,311.285850958545,1.8,Latin America & Caribbean,Upper middle income
"Micronesia, Fed. Sts.",FSM,2002,91.0,6.337,2533.76146565244,33.9,175.938076664062,1.8,East Asia & Pacific,Lower middle income
Grenada,GRD,2002,91.0,6.337,7620.673877466,13.0,470.625532466536,1.8,Latin America & Caribbean,Upper middle income
Greenland,GRL,2002,91.0,6.337,30618.0027855733,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
Kiribati,KIR,2002,91.0,6.337,1605.07533314676,46.5,181.508712801547,1.8,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2002,91.0,6.337,16619.1655126465,18.6,740.068097962078,1.8,Latin America & Caribbean,High income
Marshall Islands,MHL,2002,91.0,6.337,2825.24479927053,33.8,295.823693014665,1.8,East Asia & Pacific,Upper middle income
Nauru,NRU,2002,91.0,6.337,5204.53217511546,34.7,743.469837044305,1.8,East Asia & Pacific,High income
Palau,PLW,2002,91.0,6.337,11639.2179003237,20.8,803.0644376425,1.8,East Asia & Pacific,High income
San Marino,SMR,2002,91.0,6.337,57583.9069425178,4.3,2803.42539850665,1.8,Europe & Central Asia,High income
Tuvalu,TUV,2002,91.0,6.337,2915.30037644437,34.3,340.231727819778,1.8,East Asia & Pacific,Upper middle income
Aruba,ABW,2003,91.0,6.337,32507.0843148328,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Andorra,AND,2003,91.0,6.337,41147.8806955474,5.8,2227.52224891044,1.8,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2003,91.0,6.337,20127.345572169,11.3,992.551255867359,1.8,Latin America & Caribbean,High income
Bermuda,BMU,2003,91.0,6.337,61829.3240116897,19.7,554.7110165040115,1.8,North America,High income
Curacao,CUW,2003,91.0,6.337,23522.2748891856,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominica,DMA,2003,91.0,6.337,7714.29509857094,18.0,350.64085001917,1.8,Latin America & Caribbean,Upper middle income
"Micronesia, Fed. Sts.",FSM,2003,91.0,6.337,2628.21573169373,31.8,221.234363525623,1.8,East Asia & Pacific,Lower middle income
Grenada,GRD,2003,91.0,6.337,8469.08752658602,12.9,447.61659237672,1.8,Latin America & Caribbean,Upper middle income
Greenland,GRL,2003,91.0,6.337,32516.0413742949,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
Kiribati,KIR,2003,91.0,6.337,1578.28790886587,45.6,166.458557409609,1.8,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2003,91.0,6.337,16225.6744091063,17.9,770.682708433855,1.8,Latin America & Caribbean,High income
Marshall Islands,MHL,2003,91.0,6.337,2824.27883367143,33.7,326.158244286515,1.8,East Asia & Pacific,Upper middle income
Nauru,NRU,2003,91.0,6.337,5334.56327701812,33.4,577.897424374274,1.8,East Asia & Pacific,High income
Palau,PLW,2003,91.0,6.337,11395.2932038872,20.1,879.996020261143,1.8,East Asia & Pacific,High income
San Marino,SMR,2003,91.0,6.337,60223.9128467427,4.0,2607.09197478765,1.8,Europe & Central Asia,High income
Seychelles,SYC,2003,91.0,6.337,14141.7230046746,12.0,696.606770469692,1.8,Sub-Saharan Africa,High income
Tuvalu,TUV,2003,91.0,6.337,2770.10016154552,33.6,381.297418293258,1.8,East Asia & Pacific,Upper middle income
Aruba,ABW,2004,91.0,6.337,35059.2730975712,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Andorra,AND,2004,91.0,6.337,42717.2377735456,5.6,2182.87638182237,1.8,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2004,91.0,6.337,21628.6836541675,11.0,977.73171830594,1.8,Latin America & Caribbean,High income
Bermuda,BMU,2004,91.0,6.337,64790.2739198061,19.7,554.7110165040115,1.8,North America,High income
Curacao,CUW,2004,91.0,6.337,23791.197413682,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominica,DMA,2004,91.0,6.337,8232.18460901,18.5,362.497565255103,1.8,Latin America & Caribbean,Upper middle income
"Micronesia, Fed. Sts.",FSM,2004,91.0,6.337,2624.17422575805,31.6,277.905542137096,1.8,East Asia & Pacific,Lower middle income
Grenada,GRD,2004,91.0,6.337,8605.82398540487,12.9,461.817035281005,1.8,Latin America & Caribbean,Upper middle income
Greenland,GRL,2004,91.0,6.337,35604.3390646877,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
Kiribati,KIR,2004,91.0,6.337,1578.83869125735,44.9,191.393429284796,1.8,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2004,91.0,6.337,17275.8639872488,17.3,775.928607452886,1.8,Latin America & Caribbean,High income
Marshall Islands,MHL,2004,91.0,6.337,2879.90589671206,33.5,352.818760697416,1.8,East Asia & Pacific,Upper middle income
Nauru,NRU,2004,91.0,6.337,5241.12650274284,32.3,308.690679106815,1.8,East Asia & Pacific,High income
Palau,PLW,2004,91.0,6.337,12063.8577042158,19.3,1058.48526953636,1.8,East Asia & Pacific,High income
San Marino,SMR,2004,91.0,6.337,61113.9018661653,3.7,2734.14641850248,1.8,Europe & Central Asia,High income
Seychelles,SYC,2004,91.0,6.337,14160.4071686004,12.0,669.671891421049,1.8,Sub-Saharan Africa,High income
Tuvalu,TUV,2004,91.0,6.337,2764.91389633307,32.9,257.361598901629,1.8,East Asia & Pacific,Upper middle income
Aruba,ABW,2005,91.0,6.337,35098.7976691425,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Andorra,AND,2005,91.0,6.337,44577.8193343081,5.4,2416.00272622612,1.8,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2005,91.0,6.337,23484.8001051691,10.8,1035.67975464789,1.8,Latin America & Caribbean,High income
Bermuda,BMU,2005,91.0,6.337,67771.4683756141,19.7,554.7110165040115,1.8,North America,High income
Curacao,CUW,2005,91.0,6.337,24081.1512149964,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominica,DMA,2005,91.0,6.337,8557.41594949633,19.0,394.244585993823,1.8,Latin America & Caribbean,Upper middle income
"Micronesia, Fed. Sts.",FSM,2005,91.0,6.337,2774.43261974424,31.5,433.460192739239,15.8,East Asia & Pacific,Lower middle income
Grenada,GRD,2005,91.0,6.337,10016.3479735194,13.0,515.239574542048,1.8,Latin America & Caribbean,Upper middle income
Greenland,GRL,2005,91.0,6.337,38527.0850327204,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
Kiribati,KIR,2005,91.0,6.337,1616.57992111619,44.4,188.550042988447,1.8,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2005,91.0,6.337,19500.3236562848,16.8,921.595788102718,1.8,Latin America & Caribbean,High income
Marshall Islands,MHL,2005,91.0,6.337,3016.70324372574,33.3,482.873301441946,1.8,East Asia & Pacific,Upper middle income
Nauru,NRU,2005,91.0,6.337,5392.13115470879,31.2,462.037525750213,1.8,East Asia & Pacific,High income
Palau,PLW,2005,91.0,6.337,12867.5331836949,18.6,1042.30396519592,1.8,East Asia & Pacific,High income
San Marino,SMR,2005,91.0,6.337,63738.5738721939,3.5,2823.12402098305,1.8,Europe & Central Asia,High income
Seychelles,SYC,2005,91.0,6.337,15846.0514029555,12.1,721.743072745758,1.8,Sub-Saharan Africa,High income
Tuvalu,TUV,2005,91.0,6.337,2727.66493096898,32.1,268.644377670349,1.8,East Asia & Pacific,Upper middle income
Aruba,ABW,2006,91.0,6.337,35937.594655647,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Andorra,AND,2006,91.0,6.337,46852.6583902384,5.1,2322.85154976112,1.8,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2006,91.0,6.337,26949.4085821346,10.5,1102.76168007456,1.8,Latin America & Caribbean,High income
Bermuda,BMU,2006,91.0,6.337,73590.1160702265,19.7,554.7110165040115,1.8,North America,High income
Curacao,CUW,2006,91.0,6.337,24590.1923681094,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Cayman Islands,CYM,2006,91.0,6.337,75190.660082425,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominica,DMA,2006,91.0,6.337,9199.88176357941,19.6,408.428943965885,1.8,Latin America & Caribbean,Upper middle income
"Micronesia, Fed. Sts.",FSM,2006,91.0,6.337,2875.30015432099,31.6,447.847089533367,1.8,East Asia & Pacific,Lower middle income
Grenada,GRD,2006,91.0,6.337,9876.6166955998,13.0,504.863919285665,1.8,Latin America & Caribbean,Upper middle income
Greenland,GRL,2006,91.0,6.337,42039.7937935486,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
Kiribati,KIR,2006,91.0,6.337,1727.77052465174,44.0,190.088216334116,21.3,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2006,91.0,6.337,20676.1880812828,16.4,1030.05188937933,1.8,Latin America & Caribbean,High income
Marshall Islands,MHL,2006,91.0,6.337,3110.05225553568,33.0,601.273085956025,1.8,East Asia & Pacific,Upper middle income
Nauru,NRU,2006,91.0,6.337,6030.36426162786,30.1,500.834578096888,1.8,East Asia & Pacific,High income
Palau,PLW,2006,91.0,6.337,13400.7476548118,18.0,1114.17172319347,1.8,East Asia & Pacific,High income
San Marino,SMR,2006,91.0,6.337,67434.1560064444,3.2,3111.11853560914,1.8,Europe & Central Asia,High income
Seychelles,SYC,2006,91.0,6.337,17503.1964981748,12.2,796.059092968244,0.6,Sub-Saharan Africa,High income
Tuvalu,TUV,2006,91.0,6.337,2787.10956568152,31.2,332.802206596568,1.8,East Asia & Pacific,Upper middle income
Aruba,ABW,2007,91.0,6.337,37768.5660142352,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Andorra,AND,2007,91.0,6.337,47501.4309292019,4.9,2378.73706351328,1.8,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2007,91.0,6.337,29850.5675734636,10.2,1172.4907661347,1.8,Latin America & Caribbean,High income
Bermuda,BMU,2007,91.0,6.337,77894.0646213844,19.7,554.7110165040115,1.8,North America,High income
Curacao,CUW,2007,91.0,6.337,25374.1429869989,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominica,DMA,2007,91.0,6.337,9949.48016534769,20.3,446.777067632157,1.8,Latin America & Caribbean,Upper middle income
"Micronesia, Fed. Sts.",FSM,2007,91.0,6.337,2921.37249160123,31.5,452.121851560334,1.8,East Asia & Pacific,Lower middle income
Grenada,GRD,2007,91.0,6.337,10727.6792054748,13.2,561.776886945375,1.8,Latin America & Caribbean,Upper middle income
Greenland,GRL,2007,91.0,6.337,44366.4315156047,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
Kiribati,KIR,2007,91.0,6.337,1792.04651189378,43.5,193.166521006263,1.8,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2007,91.0,6.337,21301.2400258064,16.2,1021.69682865885,1.8,Latin America & Caribbean,High income
Marshall Islands,MHL,2007,91.0,6.337,3309.39754112765,32.8,480.690349552214,1.8,East Asia & Pacific,Upper middle income
Nauru,NRU,2007,91.0,6.337,4826.37580274108,28.9,775.324353738603,1.8,East Asia & Pacific,High income
Palau,PLW,2007,91.0,6.337,14216.3750779267,17.5,1189.26618713102,1.8,East Asia & Pacific,High income
San Marino,SMR,2007,91.0,6.337,71744.0519986492,3.0,3385.41859733738,1.8,Europe & Central Asia,High income
Seychelles,SYC,2007,91.0,6.337,19473.4206754148,12.3,782.417080877523,1.8,Sub-Saharan Africa,High income
Turks and Caicos Islands,TCA,2007,91.0,6.337,27668.7638300013,5.9,554.7110165040115,1.8,Latin America & Caribbean,High income
Tuvalu,TUV,2007,91.0,6.337,3034.34916256495,30.1,306.312924010202,1.8,East Asia & Pacific,Upper middle income
Aruba,ABW,2008,91.0,6.337,38904.9992484644,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Andorra,AND,2008,91.0,6.337,44838.9949992176,4.7,2631.07203934258,1.8,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2008,91.0,6.337,29978.2095861092,10.0,1112.38457101197,1.8,Latin America & Caribbean,High income
Bermuda,BMU,2008,91.0,6.337,77556.4350038925,19.7,554.7110165040115,1.8,North America,High income
Curacao,CUW,2008,91.0,6.337,26098.4711532409,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Cayman Islands,CYM,2008,91.0,6.337,76297.4581574567,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominica,DMA,2008,91.0,6.337,10862.2582746594,21.0,513.872549250547,1.8,Latin America & Caribbean,Upper middle income
Faroe Islands,FRO,2008,91.0,6.337,41160.1085092854,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2008,91.0,6.337,2931.12401030245,31.2,479.56956506895,1.8,East Asia & Pacific,Lower middle income
Grenada,GRD,2008,91.0,6.337,11000.7523577301,13.3,592.33837150349,1.8,Latin America & Caribbean,Upper middle income
Greenland,GRL,2008,91.0,6.337,48203.123064415,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
Kiribati,KIR,2008,91.0,6.337,1735.4318976867,43.0,233.092281023234,1.8,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2008,91.0,6.337,24102.1993843646,16.1,1277.01233882517,1.8,Latin America & Caribbean,High income
Marshall Islands,MHL,2008,91.0,6.337,3118.23467102442,32.5,513.630626819334,1.8,East Asia & Pacific,Upper middle income
Nauru,NRU,2008,91.0,6.337,5928.48582070184,27.5,1239.11802848798,1.8,East Asia & Pacific,High income
Palau,PLW,2008,91.0,6.337,13905.2694188838,17.1,1124.44776323396,1.8,East Asia & Pacific,High income
San Marino,SMR,2008,91.0,6.337,71723.6242187251,2.8,3768.19048349644,1.8,Europe & Central Asia,High income
Seychelles,SYC,2008,91.0,6.337,18880.5748562445,12.4,802.684384404997,1.8,Sub-Saharan Africa,High income
Turks and Caicos Islands,TCA,2008,91.0,6.337,29246.5914259697,5.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Tuvalu,TUV,2008,91.0,6.337,3291.09772372222,29.0,313.990281127755,1.8,East Asia & Pacific,Upper middle income
Kosovo,XKX,2008,91.0,6.337,6352.6523195552,21.5,554.7110165040115,1.8,Europe & Central Asia,Upper middle income
Aruba,ABW,2009,91.0,6.337,34339.9391559529,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Andorra,AND,2009,91.0,6.337,42522.9945639501,4.4,2700.29867472525,1.8,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2009,91.0,6.337,26156.9151715965,9.7,965.429289899965,1.8,Latin America & Caribbean,High income
Bermuda,BMU,2009,91.0,6.337,73336.9875151545,19.7,554.7110165040115,1.8,North America,High income
Curacao,CUW,2009,91.0,6.337,25950.3950372365,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Cayman Islands,CYM,2009,91.0,6.337,69254.1810233239,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominica,DMA,2009,91.0,6.337,10803.5563676924,21.7,504.559731922922,1.8,Latin America & Caribbean,Upper middle income
Faroe Islands,FRO,2009,91.0,6.337,39330.596445475,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2009,91.0,6.337,3008.47729849214,30.8,503.628976069741,1.8,East Asia & Pacific,Lower middle income
Grenada,GRD,2009,91.0,6.337,10303.3432602774,13.6,559.83199916961,1.8,Latin America & Caribbean,Upper middle income
Greenland,GRL,2009,91.0,6.337,48924.7640849636,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
Kiribati,KIR,2009,91.0,6.337,1718.4917143995,42.5,222.272191216892,1.8,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2009,91.0,6.337,23384.7350983217,16.1,1235.324549869,1.8,Latin America & Caribbean,High income
Marshall Islands,MHL,2009,91.0,6.337,3253.15085940372,32.2,526.818077095857,1.8,East Asia & Pacific,Upper middle income
Nauru,NRU,2009,91.0,6.337,5623.97762675628,26.0,727.864007550651,1.8,East Asia & Pacific,High income
Palau,PLW,2009,91.0,6.337,13183.2629784594,16.8,1201.84897117768,1.8,East Asia & Pacific,High income
San Marino,SMR,2009,91.0,6.337,61969.8285368182,2.7,3899.60972041142,1.8,Europe & Central Asia,High income
Sint Maarten (Dutch part),SXM,2009,91.0,6.337,36454.0882416339,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Seychelles,SYC,2009,91.0,6.337,18453.4410730348,12.5,759.722852041078,1.8,Sub-Saharan Africa,High income
Turks and Caicos Islands,TCA,2009,91.0,6.337,22712.4992116747,5.6,554.7110165040115,1.8,Latin America & Caribbean,High income
Tuvalu,TUV,2009,91.0,6.337,3081.93890586604,27.8,373.371281611494,1.8,East Asia & Pacific,Upper middle income
Kosovo,XKX,2009,91.0,6.337,6736.76108926692,19.8,554.7110165040115,10.5,Europe & Central Asia,Upper middle income
Andorra,AND,2010,91.0,6.337,43853.1712385354,4.2,3437.32634001465,1.8,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2010,91.0,6.337,24071.0297956482,9.5,1143.85757287555,1.8,Latin America & Caribbean,High income
Bermuda,BMU,2010,91.0,6.337,72188.6928304585,19.7,554.7110165040115,1.8,North America,High income
Curacao,CUW,2010,91.0,6.337,25956.8107585616,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Cayman Islands,CYM,2010,91.0,6.337,66325.4574311641,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominica,DMA,2010,91.0,6.337,10924.0953245506,22.5,531.698889522364,1.8,Latin America & Caribbean,Upper middle income
Faroe Islands,FRO,2010,91.0,6.337,39766.5911029215,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2010,91.0,6.337,3125.91252899737,30.3,580.295126854887,1.8,East Asia & Pacific,Lower middle income
Grenada,GRD,2010,91.0,6.337,10344.3839189192,13.9,560.532510818734,1.8,Latin America & Caribbean,Upper middle income
Greenland,GRL,2010,91.0,6.337,50190.8817880429,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
Kiribati,KIR,2010,91.0,6.337,1724.46710150819,42.1,150.343668030155,1.8,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2010,91.0,6.337,23691.4477936151,16.1,1235.279940637,1.8,Latin America & Caribbean,High income
Marshall Islands,MHL,2010,91.0,6.337,3473.40469896159,32.0,532.620388041706,1.8,East Asia & Pacific,Upper middle income
Nauru,NRU,2010,91.0,6.337,5667.93968133576,24.4,745.120889446912,1.8,East Asia & Pacific,High income
Palau,PLW,2010,91.0,6.337,13448.9332812883,16.6,1419.00679577491,1.8,East Asia & Pacific,High income
San Marino,SMR,2010,91.0,6.337,58926.1403701298,2.5,3596.05831550933,1.8,Europe & Central Asia,High income
Sint Maarten (Dutch part),SXM,2010,91.0,6.337,37736.4056799196,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Turks and Caicos Islands,TCA,2010,91.0,6.337,22316.4440292076,5.5,554.7110165040115,1.8,Latin America & Caribbean,High income
Tuvalu,TUV,2010,91.0,6.337,2945.12892457303,26.7,454.79426434064,9.0,East Asia & Pacific,Upper middle income
Kosovo,XKX,2010,91.0,6.337,7179.22277933687,18.3,554.7110165040115,10.6,Europe & Central Asia,Upper middle income
Aruba,ABW,2011,91.0,6.337,35324.0720643325,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Andorra,AND,2011,91.0,6.337,46436.1158596161,4.1,3547.72834377549,1.8,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2011,91.0,6.337,23804.0790107696,9.3,1145.02050022017,1.8,Latin America & Caribbean,High income
Bermuda,BMU,2011,91.0,6.337,70911.542318725,19.7,554.7110165040115,1.8,North America,High income
Curacao,CUW,2011,91.0,6.337,26251.3627992366,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Cayman Islands,CYM,2011,91.0,6.337,66629.1626966291,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominica,DMA,2011,91.0,6.337,11122.8994140294,23.3,558.810774138989,1.8,Latin America & Caribbean,Upper middle income
Faroe Islands,FRO,2011,91.0,6.337,42133.2151486983,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2011,91.0,6.337,3287.30215541256,29.7,380.294950334474,1.8,East Asia & Pacific,Lower middle income
Grenada,GRD,2011,91.0,6.337,10591.7475649916,14.2,614.661574085707,1.8,Latin America & Caribbean,Upper middle income
Greenland,GRL,2011,91.0,6.337,50653.0585916924,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
Kiribati,KIR,2011,91.0,6.337,1785.57208346912,41.8,142.667832778999,1.8,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2011,91.0,6.337,24550.1651914562,16.3,1267.25813767946,1.8,Latin America & Caribbean,High income
Nauru,NRU,2011,91.0,6.337,6581.54359835443,22.7,652.560340280112,1.8,East Asia & Pacific,High income
Palau,PLW,2011,91.0,6.337,14682.76677841,16.6,1431.53966547408,1.8,East Asia & Pacific,High income
San Marino,SMR,2011,91.0,6.337,56239.9592730018,2.4,4138.01913155641,1.8,Europe & Central Asia,High income
Sint Maarten (Dutch part),SXM,2011,91.0,6.337,39730.5467349267,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Seychelles,SYC,2011,91.0,6.337,21780.7075576057,12.7,1007.90348876267,1.8,Sub-Saharan Africa,High income
Turks and Caicos Islands,TCA,2011,91.0,6.337,22974.0775614285,5.3,554.7110165040115,1.8,Latin America & Caribbean,High income
Tuvalu,TUV,2011,91.0,6.337,3175.92841210274,25.7,438.081360225654,1.8,East Asia & Pacific,Upper middle income
Kosovo,XKX,2011,91.0,6.337,7776.47393102774,17.0,554.7110165040115,6.6,Europe & Central Asia,Upper middle income
Aruba,ABW,2012,91.0,6.337,34095.6471714416,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Andorra,AND,2012,91.0,6.337,45503.0444832658,3.9,3187.78639052258,1.8,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2012,91.0,6.337,23011.7386611366,9.1,1112.59268799285,1.8,Latin America & Caribbean,High income
Bermuda,BMU,2012,91.0,6.337,69149.0500342682,19.7,554.7110165040115,1.8,North America,High income
Curacao,CUW,2012,91.0,6.337,25105.9924749835,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Cayman Islands,CYM,2012,91.0,6.337,64726.5311142894,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Dominica,DMA,2012,91.0,6.337,10920.9085079245,24.1,591.65910009162,1.8,Latin America & Caribbean,Upper middle income
Faroe Islands,FRO,2012,91.0,6.337,46196.842824186,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2012,91.0,6.337,3280.15861862688,28.9,354.720880224279,1.8,East Asia & Pacific,Lower middle income
Grenada,GRD,2012,91.0,6.337,10575.1056268616,14.6,619.411210335708,1.8,Latin America & Caribbean,Upper middle income
Greenland,GRL,2012,91.0,6.337,52389.325351824,19.7,554.7110165040115,1.8,Europe & Central Asia,High income
Kiribati,KIR,2012,91.0,6.337,1896.32489937688,41.7,150.836068641055,1.8,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2012,91.0,6.337,23457.8938878076,16.5,1178.72065472574,1.8,Latin America & Caribbean,High income
Marshall Islands,MHL,2012,91.0,6.337,3589.66880383744,31.2,363.594272664027,1.8,East Asia & Pacific,Upper middle income
Nauru,NRU,2012,91.0,6.337,8260.60504608169,21.0,761.419631103065,9.7,East Asia & Pacific,High income
Palau,PLW,2012,91.0,6.337,15410.4613848957,16.8,1589.17853319062,1.8,East Asia & Pacific,High income
San Marino,SMR,2012,91.0,6.337,51274.2154785964,2.3,4246.47494575626,1.8,Europe & Central Asia,High income
Sint Maarten (Dutch part),SXM,2012,91.0,6.337,35520.5138693527,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Seychelles,SYC,2012,91.0,6.337,22263.822159947,12.8,1197.91415016148,1.8,Sub-Saharan Africa,High income
Turks and Caicos Islands,TCA,2012,91.0,6.337,20614.3450494152,5.2,554.7110165040115,1.8,Latin America & Caribbean,High income
Tuvalu,TUV,2012,91.0,6.337,3170.40106063439,24.7,410.658601936963,1.8,East Asia & Pacific,Upper middle income
Kosovo,XKX,2012,91.0,6.337,7897.56692777876,15.9,554.7110165040115,3.9,Europe & Central Asia,Upper middle income
Aruba,ABW,2013,91.0,6.337,35901.653313159,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Andorra,AND,2013,91.0,6.337,45609.2307224247,3.7,3269.72081339441,1.8,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2013,91.0,6.337,21760.5232864254,8.9,1076.12572595584,1.8,Latin America & Caribbean,High income
Bermuda,BMU,2013,91.0,6.337,71519.6398526584,19.7,554.7110165040115,1.8,North America,High income
